node_id,alert_text
51,接口 eth0 在端口 4 出现断开
52,设备接口eth3端口24状态 DOWN
53,流量负载突增，当前占用 88%
54,与邻居节点 17 的链路延迟超过 331ms
55,与邻居节点 14 的链路延迟超过 158ms
55,接口 eth1 在端口 19 出现断开
55,与邻居节点 14 的链路延迟超过 120ms
56,内存使用率达 97%，系统将触发垃圾回收
56,入流量瞬时增长至 79% 带宽利用率
56,与邻居节点 35 的链路延迟超过 349ms
57,检测到到节点38的往返延迟 RTT ~384ms
57,内存使用率达 72%，系统将触发垃圾回收
57,设备接口eth2端口36状态 DOWN
58,设备接口eth1端口16状态 DOWN
58,检测到到节点44的往返延迟 RTT ~421ms
58,与邻居节点 44 的链路延迟超过 445ms
0,与邻居节点 33 的链路延迟超过 122ms
1,接口 eth1 在端口 26 出现断开
2,检测到到节点33的往返延迟 RTT ~261ms
2,接口 eth0 在端口 45 出现断开
2,接口 eth0 在端口 27 出现断开
3,设备接口eth2端口8状态 DOWN
4,CPU 利用率超过 77%，可能存在过载风险
5,与邻居节点 53 的链路延迟超过 125ms
6,检测到到节点43的往返延迟 RTT ~301ms
6,处理器占用率 71%，需关注性能瓶颈
7,设备接口eth0端口1状态 DOWN
7,与邻居节点 4 的链路延迟超过 327ms
7,检测到到节点4的往返延迟 RTT ~204ms
8,接口 eth3 在端口 22 出现断开
8,与邻居节点 22 的链路延迟超过 416ms
8,接口 eth0 在端口 2 出现断开
9,检测到到节点56的往返延迟 RTT ~401ms
9,与邻居节点 56 的链路延迟超过 297ms
10,检测到到节点4的往返延迟 RTT ~122ms
10,接口 eth1 在端口 20 出现断开
11,接口 eth2 在端口 40 出现断开
12,接口 eth0 在端口 44 出现断开
13,接口 eth3 在端口 22 出现断开
13,检测到到节点28的往返延迟 RTT ~275ms
14,流量负载突增，当前占用 85%
14,检测到到节点33的往返延迟 RTT ~377ms
14,检测到到节点26的往返延迟 RTT ~196ms
15,流量负载突增，当前占用 87%
16,接口 eth1 在端口 24 出现断开
17,设备接口eth1端口13状态 DOWN
17,设备接口eth2端口33状态 DOWN
17,设备接口eth2端口41状态 DOWN
18,接口 eth0 在端口 25 出现断开
18,检测到到节点47的往返延迟 RTT ~154ms
19,与邻居节点 21 的链路延迟超过 110ms
19,处理器占用率 94%，需关注性能瓶颈
20,设备接口eth3端口3状态 DOWN
20,处理器占用率 91%，需关注性能瓶颈
21,流量负载突增，当前占用 73%
22,检测到到节点8的往返延迟 RTT ~131ms
23,设备接口eth0端口24状态 DOWN
23,接口 eth0 在端口 21 出现断开
23,检测到到节点21的往返延迟 RTT ~220ms
24,与邻居节点 35 的链路延迟超过 112ms
25,检测到到节点35的往返延迟 RTT ~467ms
26,设备接口eth0端口29状态 DOWN
27,与邻居节点 53 的链路延迟超过 206ms
27,检测到到节点53的往返延迟 RTT ~115ms
28,检测到到节点29的往返延迟 RTT ~365ms
29,接口 eth2 在端口 47 出现断开
29,检测到到节点28的往返延迟 RTT ~351ms
30,流量负载突增，当前占用 72%
30,检测到到节点31的往返延迟 RTT ~338ms
31,设备接口eth0端口32状态 DOWN
31,与邻居节点 30 的链路延迟超过 257ms
31,设备接口eth1端口12状态 DOWN
32,流量负载突增，当前占用 83%
32,检测到到节点14的往返延迟 RTT ~251ms
32,处理器占用率 75%，需关注性能瓶颈
33,CPU 利用率超过 82%，可能存在过载风险
33,检测到到节点2的往返延迟 RTT ~107ms
33,接口 eth3 在端口 35 出现断开
34,处理器占用率 83%，需关注性能瓶颈
34,设备接口eth3端口16状态 DOWN
34,接口 eth0 在端口 47 出现断开
35,设备接口eth3端口16状态 DOWN
36,设备接口eth0端口12状态 DOWN
36,设备接口eth2端口2状态 DOWN
36,检测到到节点54的往返延迟 RTT ~128ms
37,接口 eth2 在端口 29 出现断开
38,接口 eth0 在端口 22 出现断开
38,设备接口eth0端口11状态 DOWN
38,设备接口eth2端口44状态 DOWN
39,检测到到节点18的往返延迟 RTT ~265ms
39,与邻居节点 18 的链路延迟超过 370ms
40,检测到到节点47的往返延迟 RTT ~232ms
41,入流量瞬时增长至 99% 带宽利用率
42,接口 eth3 在端口 38 出现断开
43,检测到到节点6的往返延迟 RTT ~364ms
44,检测到到节点10的往返延迟 RTT ~388ms
44,接口 eth3 在端口 33 出现断开
45,入流量瞬时增长至 91% 带宽利用率
45,检测到到节点47的往返延迟 RTT ~387ms
46,接口 eth3 在端口 11 出现断开
46,设备接口eth1端口27状态 DOWN
47,设备接口eth0端口16状态 DOWN
47,接口 eth1 在端口 14 出现断开
47,与邻居节点 18 的链路延迟超过 157ms
48,接口 eth2 在端口 25 出现断开
49,流量负载突增，当前占用 78%
50,设备接口eth1端口43状态 DOWN
51,接口 eth0 在端口 17 出现断开
52,设备接口eth2端口29状态 DOWN
52,设备接口eth0端口15状态 DOWN
53,设备接口eth3端口35状态 DOWN
53,接口 eth2 在端口 10 出现断开
54,流量负载突增，当前占用 97%
54,流量负载突增，当前占用 98%
54,检测到到节点35的往返延迟 RTT ~224ms
55,接口 eth1 在端口 28 出现断开
55,接口 eth0 在端口 38 出现断开
56,接口 eth0 在端口 46 出现断开
57,CPU 利用率超过 97%，可能存在过载风险
57,设备接口eth1端口20状态 DOWN
57,检测到到节点53的往返延迟 RTT ~158ms
58,接口 eth0 在端口 29 出现断开
0,设备接口eth2端口31状态 DOWN
1,入流量瞬时增长至 76% 带宽利用率
2,设备接口eth1端口4状态 DOWN
2,设备接口eth1端口41状态 DOWN
3,与邻居节点 35 的链路延迟超过 198ms
3,设备接口eth1端口1状态 DOWN
3,检测到到节点35的往返延迟 RTT ~121ms
4,检测到到节点1的往返延迟 RTT ~182ms
5,设备接口eth0端口4状态 DOWN
5,接口 eth3 在端口 41 出现断开
5,与邻居节点 53 的链路延迟超过 257ms
6,检测到到节点53的往返延迟 RTT ~196ms
6,与邻居节点 53 的链路延迟超过 327ms
7,检测到到节点4的往返延迟 RTT ~385ms
7,检测到到节点4的往返延迟 RTT ~364ms
7,检测到到节点4的往返延迟 RTT ~151ms
8,检测到到节点22的往返延迟 RTT ~426ms
8,设备接口eth3端口23状态 DOWN
8,检测到到节点22的往返延迟 RTT ~113ms
9,与邻居节点 56 的链路延迟超过 386ms
9,检测到到节点56的往返延迟 RTT ~442ms
10,设备接口eth2端口4状态 DOWN
10,接口 eth2 在端口 15 出现断开
11,设备接口eth0端口14状态 DOWN
11,设备接口eth0端口24状态 DOWN
11,与邻居节点 53 的链路延迟超过 210ms
12,设备接口eth2端口36状态 DOWN
12,与邻居节点 20 的链路延迟超过 187ms
12,接口 eth0 在端口 4 出现断开
13,检测到到节点28的往返延迟 RTT ~387ms
13,检测到到节点28的往返延迟 RTT ~405ms
13,接口 eth0 在端口 36 出现断开
14,与邻居节点 44 的链路延迟超过 109ms
15,检测到到节点35的往返延迟 RTT ~307ms
16,设备接口eth1端口25状态 DOWN
17,设备接口eth2端口3状态 DOWN
17,内存使用率达 72%，系统将触发垃圾回收
17,检测到到节点32的往返延迟 RTT ~384ms
18,处理器占用率 87%，需关注性能瓶颈
18,接口 eth1 在端口 42 出现断开
18,与邻居节点 21 的链路延迟超过 312ms
19,与邻居节点 21 的链路延迟超过 244ms
20,与邻居节点 12 的链路延迟超过 222ms
21,与邻居节点 22 的链路延迟超过 316ms
22,设备接口eth0端口9状态 DOWN
22,检测到到节点21的往返延迟 RTT ~322ms
23,RAM 占用 80%，剩余不足
23,接口 eth0 在端口 12 出现断开
23,与邻居节点 21 的链路延迟超过 195ms
24,检测到到节点35的往返延迟 RTT ~415ms
24,接口 eth0 在端口 44 出现断开
24,设备接口eth0端口36状态 DOWN
25,设备接口eth1端口37状态 DOWN
26,设备接口eth3端口42状态 DOWN
27,与邻居节点 53 的链路延迟超过 162ms
28,设备接口eth1端口41状态 DOWN
29,与邻居节点 28 的链路延迟超过 280ms
30,入流量瞬时增长至 76% 带宽利用率
30,CPU 利用率超过 90%，可能存在过载风险
30,与邻居节点 31 的链路延迟超过 382ms
31,设备接口eth1端口6状态 DOWN
31,接口 eth0 在端口 45 出现断开
32,入流量瞬时增长至 86% 带宽利用率
32,检测到到节点33的往返延迟 RTT ~270ms
33,接口 eth0 在端口 3 出现断开
33,与邻居节点 35 的链路延迟超过 268ms
33,内存使用率达 81%，系统将触发垃圾回收
34,接口 eth0 在端口 10 出现断开
34,设备接口eth2端口45状态 DOWN
34,流量负载突增，当前占用 74%
35,处理器占用率 82%，需关注性能瓶颈
35,CPU 利用率超过 87%，可能存在过载风险
35,流量负载突增，当前占用 87%
36,检测到到节点35的往返延迟 RTT ~105ms
36,接口 eth0 在端口 37 出现断开
37,与邻居节点 57 的链路延迟超过 325ms
38,内存使用率达 89%，系统将触发垃圾回收
38,流量负载突增，当前占用 98%
39,接口 eth1 在端口 32 出现断开
39,接口 eth3 在端口 20 出现断开
39,设备接口eth2端口40状态 DOWN
40,设备接口eth2端口35状态 DOWN
41,检测到到节点18的往返延迟 RTT ~246ms
42,接口 eth3 在端口 47 出现断开
43,检测到到节点6的往返延迟 RTT ~286ms
44,接口 eth2 在端口 17 出现断开
44,与邻居节点 58 的链路延迟超过 402ms
45,与邻居节点 47 的链路延迟超过 136ms
45,与邻居节点 47 的链路延迟超过 214ms
45,设备接口eth2端口40状态 DOWN
46,接口 eth1 在端口 17 出现断开
47,检测到到节点14的往返延迟 RTT ~436ms
48,RAM 占用 84%，剩余不足
48,检测到到节点47的往返延迟 RTT ~204ms
48,接口 eth3 在端口 12 出现断开
49,与邻居节点 35 的链路延迟超过 360ms
49,与邻居节点 35 的链路延迟超过 392ms
49,设备接口eth3端口46状态 DOWN
50,设备接口eth2端口15状态 DOWN
50,设备接口eth3端口25状态 DOWN
50,与邻居节点 33 的链路延迟超过 464ms
51,检测到到节点15的往返延迟 RTT ~477ms
51,设备接口eth2端口30状态 DOWN
51,接口 eth3 在端口 36 出现断开
52,检测到到节点38的往返延迟 RTT ~468ms
52,流量负载突增，当前占用 72%
53,内存使用率达 85%，系统将触发垃圾回收
54,设备接口eth3端口48状态 DOWN
54,检测到到节点35的往返延迟 RTT ~346ms
55,与邻居节点 14 的链路延迟超过 186ms
55,与邻居节点 14 的链路延迟超过 391ms
55,处理器占用率 76%，需关注性能瓶颈
56,检测到到节点35的往返延迟 RTT ~337ms
57,检测到到节点38的往返延迟 RTT ~215ms
57,检测到到节点28的往返延迟 RTT ~345ms
57,设备接口eth0端口32状态 DOWN
58,接口 eth0 在端口 45 出现断开
0,检测到到节点34的往返延迟 RTT ~364ms
1,RAM 占用 93%，剩余不足
2,检测到到节点34的往返延迟 RTT ~405ms
2,与邻居节点 34 的链路延迟超过 112ms
3,与邻居节点 36 的链路延迟超过 255ms
3,流量负载突增，当前占用 79%
4,流量负载突增，当前占用 74%
4,CPU 利用率超过 74%，可能存在过载风险
4,设备接口eth3端口12状态 DOWN
5,检测到到节点54的往返延迟 RTT ~395ms
6,设备接口eth3端口1状态 DOWN
6,设备接口eth0端口14状态 DOWN
7,接口 eth2 在端口 47 出现断开
7,检测到到节点4的往返延迟 RTT ~277ms
7,处理器占用率 91%，需关注性能瓶颈
8,设备接口eth2端口3状态 DOWN
8,设备接口eth2端口39状态 DOWN
9,接口 eth3 在端口 30 出现断开
9,设备接口eth2端口15状态 DOWN
10,检测到到节点43的往返延迟 RTT ~422ms
10,与邻居节点 21 的链路延迟超过 417ms
10,内存使用率达 72%，系统将触发垃圾回收
11,接口 eth3 在端口 48 出现断开
11,设备接口eth0端口9状态 DOWN
11,接口 eth0 在端口 16 出现断开
12,内存使用率达 71%，系统将触发垃圾回收
13,设备接口eth3端口45状态 DOWN
13,与邻居节点 29 的链路延迟超过 161ms
14,与邻居节点 54 的链路延迟超过 237ms
14,与邻居节点 45 的链路延迟超过 247ms
15,内存使用率达 75%，系统将触发垃圾回收
15,接口 eth2 在端口 26 出现断开
16,设备接口eth1端口22状态 DOWN
16,与邻居节点 33 的链路延迟超过 364ms
17,检测到到节点55的往返延迟 RTT ~233ms
18,与邻居节点 40 的链路延迟超过 312ms
19,检测到到节点21的往返延迟 RTT ~342ms
20,检测到到节点12的往返延迟 RTT ~385ms
20,与邻居节点 12 的链路延迟超过 487ms
20,入流量瞬时增长至 91% 带宽利用率
21,设备接口eth3端口46状态 DOWN
21,设备接口eth3端口34状态 DOWN
21,接口 eth3 在端口 29 出现断开
22,与邻居节点 8 的链路延迟超过 454ms
23,检测到到节点21的往返延迟 RTT ~495ms
24,检测到到节点36的往返延迟 RTT ~181ms
24,检测到到节点36的往返延迟 RTT ~239ms
25,与邻居节点 36 的链路延迟超过 471ms
25,与邻居节点 36 的链路延迟超过 420ms
25,与邻居节点 36 的链路延迟超过 292ms
26,检测到到节点14的往返延迟 RTT ~174ms
27,设备接口eth3端口30状态 DOWN
27,接口 eth0 在端口 10 出现断开
28,检测到到节点54的往返延迟 RTT ~209ms
28,与邻居节点 54 的链路延迟超过 246ms
28,设备接口eth1端口19状态 DOWN
29,与邻居节点 14 的链路延迟超过 425ms
29,与邻居节点 30 的链路延迟超过 433ms
29,设备接口eth0端口9状态 DOWN
30,设备接口eth0端口30状态 DOWN
30,检测到到节点29的往返延迟 RTT ~239ms
31,设备接口eth1端口34状态 DOWN
31,流量负载突增，当前占用 81%
31,接口 eth2 在端口 27 出现断开
32,检测到到节点31的往返延迟 RTT ~312ms
32,设备接口eth3端口36状态 DOWN
33,与邻居节点 14 的链路延迟超过 261ms
34,与邻居节点 2 的链路延迟超过 473ms
34,入流量瞬时增长至 81% 带宽利用率
35,流量负载突增，当前占用 85%
35,检测到到节点36的往返延迟 RTT ~332ms
36,接口 eth1 在端口 23 出现断开
36,RAM 占用 96%，剩余不足
37,与邻居节点 55 的链路延迟超过 105ms
37,接口 eth2 在端口 10 出现断开
37,检测到到节点36的往返延迟 RTT ~385ms
38,检测到到节点58的往返延迟 RTT ~141ms
38,检测到到节点36的往返延迟 RTT ~204ms
38,设备接口eth3端口36状态 DOWN
39,处理器占用率 71%，需关注性能瓶颈
40,与邻居节点 18 的链路延迟超过 379ms
40,设备接口eth3端口30状态 DOWN
40,设备接口eth0端口8状态 DOWN
41,接口 eth2 在端口 2 出现断开
41,接口 eth2 在端口 29 出现断开
42,与邻居节点 18 的链路延迟超过 393ms
42,设备接口eth1端口6状态 DOWN
42,接口 eth3 在端口 15 出现断开
43,设备接口eth1端口26状态 DOWN
44,设备接口eth1端口38状态 DOWN
45,接口 eth1 在端口 41 出现断开
46,接口 eth0 在端口 47 出现断开
47,接口 eth3 在端口 35 出现断开
47,检测到到节点48的往返延迟 RTT ~260ms
47,接口 eth3 在端口 35 出现断开
48,与邻居节点 14 的链路延迟超过 463ms
48,与邻居节点 47 的链路延迟超过 462ms
49,流量负载突增，当前占用 99%
50,接口 eth3 在端口 44 出现断开
51,检测到到节点34的往返延迟 RTT ~289ms
51,内存使用率达 71%，系统将触发垃圾回收
52,CPU 利用率超过 88%，可能存在过载风险
52,设备接口eth1端口27状态 DOWN
52,接口 eth1 在端口 12 出现断开
53,设备接口eth2端口8状态 DOWN
53,接口 eth2 在端口 41 出现断开
53,检测到到节点39的往返延迟 RTT ~498ms
54,处理器占用率 86%，需关注性能瓶颈
54,内存使用率达 85%，系统将触发垃圾回收
54,入流量瞬时增长至 90% 带宽利用率
55,处理器占用率 86%，需关注性能瓶颈
55,内存使用率达 100%，系统将触发垃圾回收
55,检测到到节点36的往返延迟 RTT ~484ms
56,检测到到节点14的往返延迟 RTT ~275ms
56,接口 eth3 在端口 38 出现断开
57,与邻居节点 36 的链路延迟超过 194ms
57,接口 eth0 在端口 14 出现断开
58,入流量瞬时增长至 75% 带宽利用率
58,设备接口eth1端口23状态 DOWN
58,与邻居节点 38 的链路延迟超过 151ms
59,与邻居节点 45 的链路延迟超过 314ms
0,CPU 利用率超过 80%，可能存在过载风险
0,检测到到节点35的往返延迟 RTT ~157ms
1,入流量瞬时增长至 78% 带宽利用率
1,接口 eth2 在端口 15 出现断开
2,检测到到节点35的往返延迟 RTT ~456ms
3,与邻居节点 37 的链路延迟超过 145ms
4,检测到到节点10的往返延迟 RTT ~442ms
4,检测到到节点10的往返延迟 RTT ~177ms
5,与邻居节点 55 的链路延迟超过 284ms
5,入流量瞬时增长至 93% 带宽利用率
6,设备接口eth1端口7状态 DOWN
6,与邻居节点 55 的链路延迟超过 157ms
6,检测到到节点55的往返延迟 RTT ~252ms
7,流量负载突增，当前占用 85%
8,接口 eth1 在端口 13 出现断开
8,检测到到节点22的往返延迟 RTT ~248ms
9,检测到到节点58的往返延迟 RTT ~195ms
10,设备接口eth0端口40状态 DOWN
11,接口 eth0 在端口 28 出现断开
12,接口 eth1 在端口 27 出现断开
12,与邻居节点 20 的链路延迟超过 135ms
13,检测到到节点29的往返延迟 RTT ~285ms
13,接口 eth3 在端口 29 出现断开
13,接口 eth2 在端口 8 出现断开
14,检测到到节点55的往返延迟 RTT ~343ms
14,接口 eth1 在端口 36 出现断开
15,与邻居节点 37 的链路延迟超过 432ms
15,接口 eth1 在端口 19 出现断开
15,检测到到节点37的往返延迟 RTT ~276ms
16,检测到到节点34的往返延迟 RTT ~300ms
17,设备接口eth2端口37状态 DOWN
18,与邻居节点 49 的链路延迟超过 192ms
18,检测到到节点41的往返延迟 RTT ~488ms
19,接口 eth0 在端口 40 出现断开
19,接口 eth0 在端口 12 出现断开
19,设备接口eth0端口34状态 DOWN
20,与邻居节点 21 的链路延迟超过 354ms
20,接口 eth2 在端口 7 出现断开
21,检测到到节点23的往返延迟 RTT ~214ms
21,与邻居节点 18 的链路延迟超过 237ms
21,接口 eth2 在端口 43 出现断开
22,与邻居节点 8 的链路延迟超过 334ms
22,与邻居节点 8 的链路延迟超过 444ms
22,设备接口eth1端口16状态 DOWN
23,接口 eth1 在端口 17 出现断开
23,设备接口eth0端口31状态 DOWN
24,与邻居节点 37 的链路延迟超过 331ms
25,设备接口eth1端口43状态 DOWN
26,接口 eth1 在端口 23 出现断开
27,接口 eth1 在端口 12 出现断开
28,与邻居节点 55 的链路延迟超过 284ms
28,检测到到节点55的往返延迟 RTT ~450ms
28,检测到到节点55的往返延迟 RTT ~345ms
29,设备接口eth2端口38状态 DOWN
30,与邻居节点 29 的链路延迟超过 393ms
30,接口 eth3 在端口 10 出现断开
30,与邻居节点 29 的链路延迟超过 225ms
31,检测到到节点34的往返延迟 RTT ~238ms
31,入流量瞬时增长至 70% 带宽利用率
32,设备接口eth0端口10状态 DOWN
32,检测到到节点49的往返延迟 RTT ~300ms
33,接口 eth2 在端口 29 出现断开
33,检测到到节点31的往返延迟 RTT ~175ms
33,接口 eth3 在端口 39 出现断开
34,CPU 利用率超过 79%，可能存在过载风险
34,与邻居节点 14 的链路延迟超过 480ms
34,流量负载突增，当前占用 74%
35,与邻居节点 34 的链路延迟超过 348ms
35,流量负载突增，当前占用 82%
35,设备接口eth1端口17状态 DOWN
36,接口 eth0 在端口 16 出现断开
37,检测到到节点3的往返延迟 RTT ~199ms
37,接口 eth0 在端口 33 出现断开
37,CPU 利用率超过 91%，可能存在过载风险
38,检测到到节点37的往返延迟 RTT ~217ms
38,与邻居节点 37 的链路延迟超过 364ms
39,设备接口eth2端口18状态 DOWN
39,检测到到节点37的往返延迟 RTT ~255ms
39,接口 eth1 在端口 36 出现断开
40,检测到到节点54的往返延迟 RTT ~259ms
40,设备接口eth2端口33状态 DOWN
40,检测到到节点54的往返延迟 RTT ~377ms
41,接口 eth0 在端口 48 出现断开
41,检测到到节点18的往返延迟 RTT ~161ms
42,设备接口eth0端口11状态 DOWN
42,检测到到节点49的往返延迟 RTT ~128ms
43,检测到到节点18的往返延迟 RTT ~496ms
43,检测到到节点18的往返延迟 RTT ~209ms
43,与邻居节点 18 的链路延迟超过 420ms
44,接口 eth0 在端口 34 出现断开
45,接口 eth0 在端口 26 出现断开
46,检测到到节点14的往返延迟 RTT ~313ms
47,与邻居节点 49 的链路延迟超过 302ms
48,检测到到节点49的往返延迟 RTT ~109ms
49,检测到到节点50的往返延迟 RTT ~160ms
50,与邻居节点 49 的链路延迟超过 207ms
51,设备接口eth2端口36状态 DOWN
52,接口 eth3 在端口 36 出现断开
52,接口 eth2 在端口 46 出现断开
52,检测到到节点35的往返延迟 RTT ~121ms
53,检测到到节点15的往返延迟 RTT ~322ms
53,检测到到节点15的往返延迟 RTT ~266ms
54,设备接口eth3端口3状态 DOWN
54,入流量瞬时增长至 70% 带宽利用率
55,与邻居节点 44 的链路延迟超过 482ms
55,设备接口eth1端口42状态 DOWN
56,接口 eth0 在端口 2 出现断开
57,设备接口eth3端口25状态 DOWN
57,检测到到节点14的往返延迟 RTT ~185ms
57,CPU 利用率超过 96%，可能存在过载风险
58,设备接口eth3端口27状态 DOWN
59,接口 eth0 在端口 16 出现断开
59,接口 eth2 在端口 38 出现断开
59,接口 eth3 在端口 20 出现断开
60,与邻居节点 46 的链路延迟超过 337ms
60,检测到到节点46的往返延迟 RTT ~261ms
0,设备接口eth1端口11状态 DOWN
0,检测到到节点35的往返延迟 RTT ~179ms
0,接口 eth0 在端口 27 出现断开
1,接口 eth0 在端口 22 出现断开
1,设备接口eth2端口35状态 DOWN
2,接口 eth2 在端口 34 出现断开
2,设备接口eth3端口1状态 DOWN
2,接口 eth2 在端口 48 出现断开
3,接口 eth1 在端口 2 出现断开
3,与邻居节点 37 的链路延迟超过 169ms
4,检测到到节点1的往返延迟 RTT ~275ms
4,流量负载突增，当前占用 89%
4,接口 eth1 在端口 39 出现断开
5,与邻居节点 55 的链路延迟超过 392ms
5,设备接口eth0端口4状态 DOWN
6,设备接口eth3端口27状态 DOWN
6,接口 eth3 在端口 34 出现断开
7,入流量瞬时增长至 95% 带宽利用率
7,与邻居节点 4 的链路延迟超过 144ms
8,接口 eth0 在端口 48 出现断开
8,设备接口eth3端口25状态 DOWN
9,检测到到节点58的往返延迟 RTT ~388ms
9,接口 eth3 在端口 46 出现断开
9,接口 eth3 在端口 19 出现断开
10,流量负载突增，当前占用 83%
10,CPU 利用率超过 88%，可能存在过载风险
10,接口 eth0 在端口 26 出现断开
11,检测到到节点55的往返延迟 RTT ~475ms
11,CPU 利用率超过 88%，可能存在过载风险
11,接口 eth0 在端口 8 出现断开
12,与邻居节点 20 的链路延迟超过 310ms
13,检测到到节点29的往返延迟 RTT ~475ms
14,处理器占用率 74%，需关注性能瓶颈
14,与邻居节点 26 的链路延迟超过 449ms
14,设备接口eth0端口17状态 DOWN
15,检测到到节点53的往返延迟 RTT ~450ms
16,设备接口eth3端口45状态 DOWN
16,检测到到节点34的往返延迟 RTT ~480ms
16,流量负载突增，当前占用 86%
17,与邻居节点 56 的链路延迟超过 459ms
18,接口 eth0 在端口 13 出现断开
19,与邻居节点 21 的链路延迟超过 154ms
19,与邻居节点 21 的链路延迟超过 437ms
19,检测到到节点21的往返延迟 RTT ~360ms
20,检测到到节点12的往返延迟 RTT ~468ms
20,与邻居节点 21 的链路延迟超过 284ms
21,接口 eth0 在端口 10 出现断开
21,处理器占用率 93%，需关注性能瓶颈
21,与邻居节点 20 的链路延迟超过 232ms
22,检测到到节点21的往返延迟 RTT ~277ms
23,与邻居节点 21 的链路延迟超过 170ms
23,设备接口eth2端口9状态 DOWN
24,检测到到节点37的往返延迟 RTT ~363ms
24,接口 eth1 在端口 41 出现断开
24,设备接口eth2端口46状态 DOWN
25,与邻居节点 37 的链路延迟超过 182ms
25,检测到到节点37的往返延迟 RTT ~462ms
25,与邻居节点 37 的链路延迟超过 147ms
26,与邻居节点 14 的链路延迟超过 213ms
27,设备接口eth2端口35状态 DOWN
27,设备接口eth3端口7状态 DOWN
28,检测到到节点55的往返延迟 RTT ~312ms
29,设备接口eth3端口16状态 DOWN
29,流量负载突增，当前占用 91%
30,与邻居节点 29 的链路延迟超过 475ms
30,检测到到节点29的往返延迟 RTT ~243ms
31,检测到到节点34的往返延迟 RTT ~395ms
32,与邻居节点 49 的链路延迟超过 237ms
32,入流量瞬时增长至 71% 带宽利用率
33,检测到到节点31的往返延迟 RTT ~365ms
33,检测到到节点31的往返延迟 RTT ~293ms
33,与邻居节点 31 的链路延迟超过 307ms
34,与邻居节点 16 的链路延迟超过 498ms
34,入流量瞬时增长至 79% 带宽利用率
35,处理器占用率 83%，需关注性能瓶颈
35,RAM 占用 91%，剩余不足
35,入流量瞬时增长至 99% 带宽利用率
36,检测到到节点37的往返延迟 RTT ~142ms
36,设备接口eth1端口33状态 DOWN
37,设备接口eth1端口20状态 DOWN
37,流量负载突增，当前占用 77%
37,流量负载突增，当前占用 80%
38,接口 eth3 在端口 37 出现断开
38,检测到到节点56的往返延迟 RTT ~255ms
38,接口 eth3 在端口 27 出现断开
39,设备接口eth0端口22状态 DOWN
39,设备接口eth2端口45状态 DOWN
39,与邻居节点 59 的链路延迟超过 253ms
40,检测到到节点54的往返延迟 RTT ~345ms
40,流量负载突增，当前占用 98%
40,设备接口eth1端口28状态 DOWN
41,与邻居节点 18 的链路延迟超过 346ms
41,CPU 利用率超过 82%，可能存在过载风险
41,检测到到节点18的往返延迟 RTT ~144ms
42,与邻居节点 49 的链路延迟超过 208ms
42,与邻居节点 49 的链路延迟超过 310ms
43,RAM 占用 85%，剩余不足
44,接口 eth0 在端口 23 出现断开
44,检测到到节点10的往返延迟 RTT ~235ms
44,设备接口eth2端口21状态 DOWN
45,入流量瞬时增长至 100% 带宽利用率
45,检测到到节点6的往返延迟 RTT ~423ms
45,检测到到节点10的往返延迟 RTT ~166ms
46,与邻居节点 14 的链路延迟超过 270ms
46,处理器占用率 97%，需关注性能瓶颈
47,与邻居节点 49 的链路延迟超过 113ms
48,设备接口eth2端口12状态 DOWN
49,设备接口eth1端口46状态 DOWN
49,与邻居节点 32 的链路延迟超过 339ms
49,入流量瞬时增长至 72% 带宽利用率
50,与邻居节点 49 的链路延迟超过 134ms
50,设备接口eth3端口36状态 DOWN
51,检测到到节点37的往返延迟 RTT ~264ms
51,设备接口eth0端口39状态 DOWN
51,设备接口eth0端口2状态 DOWN
52,检测到到节点35的往返延迟 RTT ~491ms
52,设备接口eth1端口9状态 DOWN
52,接口 eth0 在端口 26 出现断开
53,入流量瞬时增长至 87% 带宽利用率
53,与邻居节点 15 的链路延迟超过 236ms
54,检测到到节点40的往返延迟 RTT ~163ms
54,接口 eth2 在端口 35 出现断开
54,设备接口eth1端口48状态 DOWN
55,入流量瞬时增长至 84% 带宽利用率
56,检测到到节点37的往返延迟 RTT ~145ms
56,流量负载突增，当前占用 100%
56,CPU 利用率超过 82%，可能存在过载风险
57,接口 eth3 在端口 6 出现断开
57,检测到到节点14的往返延迟 RTT ~274ms
57,入流量瞬时增长至 80% 带宽利用率
58,CPU 利用率超过 77%，可能存在过载风险
59,接口 eth3 在端口 13 出现断开
59,接口 eth3 在端口 9 出现断开
60,与邻居节点 46 的链路延迟超过 227ms
60,检测到到节点46的往返延迟 RTT ~346ms
0,RAM 占用 80%，剩余不足
0,流量负载突增，当前占用 94%
0,入流量瞬时增长至 83% 带宽利用率
1,接口 eth1 在端口 42 出现断开
1,设备接口eth0端口17状态 DOWN
2,CPU 利用率超过 100%，可能存在过载风险
2,处理器占用率 76%，需关注性能瓶颈
2,处理器占用率 100%，需关注性能瓶颈
3,设备接口eth0端口19状态 DOWN
3,接口 eth1 在端口 3 出现断开
3,处理器占用率 79%，需关注性能瓶颈
4,流量负载突增，当前占用 81%
4,流量负载突增，当前占用 85%
4,与邻居节点 3 的链路延迟超过 323ms
5,流量负载突增，当前占用 73%
6,接口 eth0 在端口 2 出现断开
7,流量负载突增，当前占用 93%
7,与邻居节点 5 的链路延迟超过 145ms
7,流量负载突增，当前占用 76%
0,入流量瞬时增长至 81% 带宽利用率
0,内存使用率达 77%，系统将触发垃圾回收
1,设备接口eth1端口16状态 DOWN
